"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"Notice of deviation from drawbridge regulation.","Homeland Security Department; Coast Guard","","","04/17/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06817/drawbridge-operation-regulation-atlantic-beach-bridge-reynolds-channel-lawrence-ny","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06817.pdf","04/06/2017","","Drawbridge Operation Regulation; Atlantic Beach Bridge, Reynolds Channel, Lawrence, NY","","The Coast Guard has issued a temporary deviation from the operating schedule that governs the Atlantic Beach Bridge across Reynolds Channel, mile 0.4 at Lawrence, New York. This action is necessary to recoat the superstructure and reconstruct the double-leaf bascule spans in three sequential two month stages within six months. The deviation will allow the bridge to open only one bascule span at a time in order to provide passage for vessels that require an opening."
"Final rule; correction.","Environmental Protection Agency","","","04/06/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06888/reclassification-of-the-sheboygan-wisconsin-area-to-moderate-nonattainment-for-the-2008-ozone","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06888.pdf","04/06/2017","","Reclassification of the Sheboygan, Wisconsin Area To Moderate Nonattainment for the 2008 Ozone National Ambient Air Quality Standards; Correction","Air pollution control; Environmental protection; National parks; Wilderness areas","The Environmental Protection Agency (EPA) published a final rule in the Federal Register on December 19, 2016, revising its regulations entitled ``Designation of Areas for Air Quality Planning Purposes'' for the 2008 ozone National Ambient Air Quality Standards (NAAQS). An error in the table for the Wisconsin 2008 8-Hour Ozone NAAQS is identified and corrected in this action."
"Notice of deviation from drawbridge regulation.","Homeland Security Department; Coast Guard","","","04/01/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06818/drawbridge-operation-regulation-yellow-mill-channel-bridgeport-ct","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06818.pdf","04/06/2017","","Drawbridge Operation Regulation; Yellow Mill Channel, Bridgeport, CT","","The Coast Guard has issued a temporary deviation from the operating schedule that governs the Stratford Avenue Bridge across Yellow Mill Channel, mile 0.3 at Bridgeport, Connecticut. This deviation is necessary to complete electrical repairs, install new rebar and concrete, repair/replace structural steel, and retrofit navigation lighting. This deviation allows the bridge to remain fully closed for two weeks followed by a two-week period during which the bridge will open for vessels upon 72 hours of advance notice."
"Notification.","Health and Human Services Department; Food and Drug Administration","","","04/06/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06854/waivers-from-requirements-of-the-sanitary-transportation-of-human-and-animal-food-rule","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06854.pdf","04/06/2017","","Waivers From Requirements of the Sanitary Transportation of Human and Animal Food Rule","","The Food and Drug Administration (FDA, Agency, or we) is publishing three waivers from the requirements of the Sanitary Transportation of Human and Animal Food (the Sanitary Transportation rule). The Agency is taking this action in accord with the requirements of the Federal Food, Drug, and Cosmetic Act (FD&C Act)."
"Final rule.","Commerce Department; Industry and Security Bureau","","","04/06/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06857/revisions-to-the-unverified-list-uvl","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06857.pdf","04/06/2017","","Revisions to the Unverified List (UVL)","Exports; Reporting and recordkeeping requirements; Terrorism","The Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) by adding six (6) persons to the Unverified List (the ``Unverified List'' or UVL); revising two addresses and adding an alternate name, or a.k.a., for one (1) person currently listed on the UVL; and revising three addresses, adding three additional addresses, and adding an alternate name, or a.k.a, for one (1) person currently listed on the UVL. The six persons are being added to the UVL on the basis that BIS could not verify their bona fides because an end-use check could not be completed satisfactorily for reasons outside the U.S. Government's control. Two addresses are revised for one person currently listed on the UVL to add the official Hong Kong district name. In addition, this rule adds an alternate name for this person. This rule also revises three addresses for an additional person currently listed on the UVL to add the official Hong Kong district names and correct a previous error. Finally, this rule adds three additional addresses and an alternate name for this person, as BIS has determined this person is receiving U.S. exports at additional addresses and using an additional name."
"Final rule.","Environmental Protection Agency","","","04/06/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06884/mercury-and-air-toxics-standards-mats-electronic-reporting-requirements","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06884.pdf","04/06/2017","","Mercury and Air Toxics Standards (MATS) Electronic Reporting Requirements","Administrative practice and procedure; Air pollution control; Environmental protection; Hazardous substances; Intergovernmental relations; Reporting and recordkeeping requirements","The Environmental Protection Agency (EPA) is amending the electronic reporting requirements for the National Emission Standards for Hazardous Air Pollutants: Coal- and Oil-Fired Electric Utility Steam Generating Units (also known as the Mercury and Air Toxics Standards (MATS)) to allow for the temporary submission, through June 30, 2018, of certain reports using the portable document file (PDF) format and to correct inadvertent errors. With this action owners or operators of Electric Utility Steam Generating Units (EGUs) will be able to continue to use temporarily a single electronic reporting system for MATS data submissions, to rely on correct language for mercury (Hg) relative accuracy test audit (RATA) requirements, and to rely on the correct acceptance criterion for ongoing quality assurance test requirements for Hg RATAs. This extension will allow the EPA the necessary time to develop, implement, and test the code necessary so that all MATS reports required to be submitted electronically can be submitted using the Emissions Collection and Monitoring Plan System (ECMPS) Client Tool."
"Notice of a public meeting.","Commerce Department; National Oceanic and Atmospheric Administration","","","","https://www.federalregister.gov/documents/2017/04/06/2017-06806/fisheries-of-the-south-atlantic-gulf-of-mexico-and-caribbean-southeast-data-assessment-and-review","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06806.pdf","04/06/2017","","Fisheries of the South Atlantic, Gulf of Mexico, and Caribbean; Southeast Data, Assessment, and Review (SEDAR); Public Meeting","","The SEDAR Steering Committee will meet via webinar to discuss the SEDAR assessment schedule, progress on SEDAR projects, and the research track approach. See SUPPLEMENTARY INFORMATION."
"","Executive Office of the President","","","","https://www.federalregister.gov/documents/2017/04/06/2017-07065/national-crime-victims-rights-week-2017","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-07065.pdf","04/06/2017","","National Crime Victims' Rights Week, 2017","",""
"","Executive Office of the President","","","","https://www.federalregister.gov/documents/2017/04/06/2017-07064/organization-of-the-national-security-council-the-homeland-security-council-and-subcommittees","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-07064.pdf","04/06/2017","04/04/2017","Organization of the National Security Council, the Homeland Security Council, and Subcommittees","",""
"Notice.","Treasury Department; Foreign Assets Control Office","","","03/31/2017","https://www.federalregister.gov/documents/2017/04/06/2017-06792/sanctions-actions-pursuant-to-the-foreign-narcotics-kingpin-designation-act-and-executive-order","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06792.pdf","04/06/2017","","Sanctions Actions Pursuant to the Foreign Narcotics Kingpin Designation Act and Executive Order 12978","","The U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of persons and entities whose property and interests in property have been unblocked pursuant to the Foreign Narcotics Kingpin Designation Act (Kingpin Act) or Executive Order 12978 of October 21, 1995, ``Blocking Assets and Prohibiting Transactions with Significant Narcotics Traffickers''. Additionally, OFAC is publishing an update to the identifying information of one person currently included in the list of Specially Designated Nationals and Blocked Persons (SDN List)."
"Solicitation of applications.","State Department","","","","https://www.federalregister.gov/documents/2017/04/06/2017-06862/request-for-statements-of-interest","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06862.pdf","04/06/2017","","Request for Statements of Interest","","The Department of State announces a request for statements of interest (RSI) from qualified entities interested in seeking the Department's designation as an Accrediting Entity (AE) to accredit and approve U.S. agencies and persons that seek to provide adoption services in intercountry adoption cases. The RSI is posted on the Web site of the Office of Children's Issues, Bureau of Consular Affairs, U.S. Department State at adoption.state.gov."
"Notice of rescission; correction.","Social Security Administration","","","","https://www.federalregister.gov/documents/2017/04/06/2017-06902/rescission-of-social-security-rulings-96-2p-96-5p-and-06-3p-correction","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06902.pdf","04/06/2017","","Rescission of Social Security Rulings 96-2p, 96-5p, and 06-3p; Correction","","The Social Security Administration published a notice of rescission in the Federal Register on March 27, 2017, with incorrect modifiers in the published effective date. We are correcting the effective date to March 27, 2017."
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/06/2017-06793/order-extending-a-temporary-exemption-from-compliance-with-rules-13n-1-to-13n-12-under-the","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06793.pdf","04/06/2017","03/31/2017","Order Extending a Temporary Exemption From Compliance With Rules 13n-1 to 13n-12 Under the Securities Exchange Act of 1934","",""
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/06/2017-06787/self-regulatory-organizations-new-york-stock-exchange-llc-notice-of-filing-of-proposed-rule-change","https://www.gpo.gov/fdsys/pkg/FR-2017-04-06/pdf/2017-06787.pdf","04/06/2017","03/31/2017","Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing of Proposed Rule Change To Amend Listing Standards for Acquisition Companies To Modify the Initial and Continued Distribution Requirements","",""
